"","REG","RED","Chapter","Article","Part","ShortN","LIMP","IMPMAX","IMPMIN","DISBATMAX","DISBATMIN","RESTOLMAX","RESTOLMIN","ARMAX","ARMIN","LIMMAX","LIMMIN","CORWMAX","CORWMIN","CIVMAX","CIVMIN","DEPRMAX","DEPRMIN","FINEMAX","FINEMIN","CONF","DEPRDOP","DEPRDOPMAX","DEPRDOPMIN","FINEDOP","FINEDOPMAX","FINEDOPMIN","GRADEMAN","GRADEAUTO"
"7949","8023",2021,"XIII","314",1,"Стаття 314. Незаконне введення в організм наркотичних засобів, психотропних речовин або їх аналогів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7950","8024",2021,"XIII","314",2,"Стаття 314. Незаконне введення в організм наркотичних засобів, психотропних речовин або їх аналогів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7951","8025",2021,"XIII","314",3,"Стаття 314. Незаконне введення в організм наркотичних засобів, психотропних речовин або їх аналогів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7952","8026",2021,"XIII","315",1,"Стаття 315. Схиляння до вживання наркотичних засобів, психотропних речовин або їх аналогів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7953","8027",2021,"XIII","315",2,"Стаття 315. Схиляння до вживання наркотичних засобів, психотропних речовин або їх аналогів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7954","8028",2021,"XIII","316",1,"Стаття 316. Незаконне публічне вживання наркотичних засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955","8029",2021,"XIII","316",2,"Стаття 316. Незаконне публічне вживання наркотичних засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7956","8030",2021,"XIII","317",1,"Стаття 317. Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7957","8031",2021,"XIII","317",2,"Стаття 317. Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7958","8032",2021,"XIII","318",1,"Стаття 318. Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7959","8033",2021,"XIII","318",2,"Стаття 318. Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7960","8034",2021,"XIII","319",1,"Стаття 319. Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7961","8035",2021,"XIII","319",2,"Стаття 319. Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7962","8036",2021,"XIII","320",1,"Стаття 320. Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7963","8037",2021,"XIII","320",2,"Стаття 320. Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7964","8038",2021,"XIII","321-1",1,"Стаття 321-1. Фальсифікація лікарських засобів або обіг фальсифікованих лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965","8039",2021,"XIII","321-1",2,"Стаття 321-1. Фальсифікація лікарських засобів або обіг фальсифікованих лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7966","8040",2021,"XIII","321-1",3,"Стаття 321-1. Фальсифікація лікарських засобів або обіг фальсифікованих лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7967","8041",2021,"XIII","321-2",1,"Стаття 321-2. Порушення встановленого порядку доклінічного вивчення, клінічних випробувань і державної реєстрації лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7968","8042",2021,"XIII","321-2",2,"Стаття 321-2. Порушення встановленого порядку доклінічного вивчення, клінічних випробувань і державної реєстрації лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7969","8043",2021,"XIII","321-2",3,"Стаття 321-2. Порушення встановленого порядку доклінічного вивчення, клінічних випробувань і державної реєстрації лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7970","8044",2021,"XIII","321",1,"Стаття 321. Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7971","8045",2021,"XIII","321",2,"Стаття 321. Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7972","8046",2021,"XIII","321",3,"Стаття 321. Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7973","8047",2021,"XIII","321",4,"Стаття 321. Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7974","8048",2021,"XIII","322",0,"Стаття 322. Незаконна організація або утримання місць для вживання одурманюючих засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7975","8049",2021,"XIII","323",1,"Стаття 323. Спонукання неповнолітніх до застосування допінгу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7976","8050",2021,"XIII","323",2,"Стаття 323. Спонукання неповнолітніх до застосування допінгу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7977","8051",2021,"XIII","323",3,"Стаття 323. Спонукання неповнолітніх до застосування допінгу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7978","8052",2021,"XIII","323",4,"Стаття 323. Спонукання неповнолітніх до застосування допінгу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7979","8053",2021,"XIII","324",0,"Стаття 324. Схиляння неповнолітніх до вживання одурманюючих засобів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7980","8055",2021,"XIII","325",1,"Стаття 325. Порушення санітарних правил і норм щодо запобігання інфекційним хворобам та масовим отруєнням",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7981","8056",2021,"XIII","325",2,"Стаття 325. Порушення санітарних правил і норм щодо запобігання інфекційним хворобам та масовим отруєнням",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7982","8057",2021,"XIII","326",1,"Стаття 326. Порушення правил поводження з мікробіологічними або іншими біологічними агентами чи токсинами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7983","8058",2021,"XIII","326",2,"Стаття 326. Порушення правил поводження з мікробіологічними або іншими біологічними агентами чи токсинами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7984","8059",2021,"XIII","327",1,"Стаття 327. Заготівля, перероблення або збут радіоактивно забруднених продуктів харчування чи іншої продукції",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7985","8060",2021,"XIII","327",2,"Стаття 327. Заготівля, перероблення або збут радіоактивно забруднених продуктів харчування чи іншої продукції",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7986","8061",2021,"XIV","328",1,"Стаття 328. Розголошення державної таємниці",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7987","8062",2021,"XIV","328",2,"Стаття 328. Розголошення державної таємниці",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7988","8063",2021,"XIV","329",1,"Стаття 329. Втрата документів, що містять державну таємницю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7989","8064",2021,"XIV","329",2,"Стаття 329. Втрата документів, що містять державну таємницю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7990","8065",2021,"XIV","330",1,"Стаття 330. Передача або збирання відомостей, що становлять службову інформацію, зібрану у процесі оперативно-розшукової, контррозвідувальної діяльності, у сфері оборони країни",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7991","8066",2021,"XIV","330",2,"Стаття 330. Передача або збирання відомостей, що становлять службову інформацію, зібрану у процесі оперативно-розшукової, контррозвідувальної діяльності, у сфері оборони країни",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7992","8067",2021,"XIV","332-1",1,"Стаття 332-1. Порушення порядку в’їзду на тимчасово окуповану територію України та виїзду з неї",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7993","8068",2021,"XIV","332-1",2,"Стаття 332-1. Порушення порядку в’їзду на тимчасово окуповану територію України та виїзду з неї",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7994","8069",2021,"XIV","332-1",3,"Стаття 332-1. Порушення порядку в’їзду на тимчасово окуповану територію України та виїзду з неї",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7995","8070",2021,"XIV","332-2",1,"Стаття 332-2. Незаконне перетинання державного кордону України",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7996","8071",2021,"XIV","332-2",2,"Стаття 332-2. Незаконне перетинання державного кордону України",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7997","8072",2021,"XIV","332-2",3,"Стаття 332-2. Незаконне перетинання державного кордону України",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7998","8073",2021,"XIV","332",1,"Стаття 332. Незаконне переправлення осіб через державний кордон України",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7999","8074",2021,"XIV","332",2,"Стаття 332. Незаконне переправлення осіб через державний кордон України",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8000","8075",2021,"XIV","332",3,"Стаття 332. Незаконне переправлення осіб через державний кордон України",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8001","8076",2021,"XIV","333",1,"Стаття 333. Порушення порядку здійснення міжнародних передач товарів, що підлягають державному експортному контролю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8002","8077",2021,"XIV","333",2,"Стаття 333. Порушення порядку здійснення міжнародних передач товарів, що підлягають державному експортному контролю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8003","8078",2021,"XIV","334",0,"Стаття 334. Порушення правил міжнародних польотів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8004","8079",2021,"XIV","335",0,"Стаття 335. Ухилення від призову на строкову військову службу, військову службу за призовом осіб офіцерського складу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8005","8080",2021,"XIV","336-1",0,"Стаття 336-1. Ухилення від проходження служби цивільного захисту в особливий період чи у разі проведення цільової мобілізації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8006","8081",2021,"XIV","336",0,"Стаття 336. Ухилення від призову на військову службу під час мобілізації, на особливий період, на військову службу за призовом осіб із числа резервістів в особливий період",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8007","8082",2021,"XIV","337",1,"Стаття 337. Ухилення від військового обліку або навчальних (спеціальних) зборів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8008","8083",2021,"XIV","337",2,"Стаття 337. Ухилення від військового обліку або навчальних (спеціальних) зборів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8009","8084",2021,"XV","338",1,"Стаття 338. Наруга над державними символами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8010","8085",2021,"XV","338",2,"Стаття 338. Наруга над державними символами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8011","8086",2021,"XV","339",0,"Стаття 339. Незаконне підняття Державного Прапора України на річковому або морському судні",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8012","8087",2021,"XV","340",0,"Стаття 340. Незаконне перешкоджання організації або проведенню зборів, мітингів, походів і демонстрацій",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8013","8088",2021,"XV","341",0,"Стаття 341. Захоплення державних або громадських будівель чи споруд",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8014","8089",2021,"XV","342",1,"Стаття 342. Опір представникові влади, працівникові правоохоронного органу, державному виконавцю, приватному виконавцю, члену громадського формування з охорони громадського порядку і державного кордону або військовослужбовцеві, уповноваженій особі Фонду гарантування вкладів фізичних осіб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8015","8090",2021,"XV","342",2,"Стаття 342. Опір представникові влади, працівникові правоохоронного органу, державному виконавцю, приватному виконавцю, члену громадського формування з охорони громадського порядку і державного кордону або військовослужбовцеві, уповноваженій особі Фонду гарантування вкладів фізичних осіб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8016","8091",2021,"XV","342",3,"Стаття 342. Опір представникові влади, працівникові правоохоронного органу, державному виконавцю, приватному виконавцю, члену громадського формування з охорони громадського порядку і державного кордону або військовослужбовцеві, уповноваженій особі Фонду гарантування вкладів фізичних осіб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8017","8092",2021,"XV","343",1,"Стаття 343. Втручання в діяльність працівника правоохоронного органу, судового експерта, працівника державної виконавчої служби, приватного виконавця",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8018","8093",2021,"XV","343",2,"Стаття 343. Втручання в діяльність працівника правоохоронного органу, судового експерта, працівника державної виконавчої служби, приватного виконавця",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8019","8094",2021,"XV","344",1,"Стаття 344. Втручання у діяльність державного діяча",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8020","8095",2021,"XV","344",2,"Стаття 344. Втручання у діяльність державного діяча",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8021","8096",2021,"XV","345-1",1,"Стаття 345-1. Погроза або насильство щодо журналіста",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8022","8097",2021,"XV","345-1",2,"Стаття 345-1. Погроза або насильство щодо журналіста",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8023","8098",2021,"XV","345-1",3,"Стаття 345-1. Погроза або насильство щодо журналіста",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8024","8099",2021,"XV","345-1",4,"Стаття 345-1. Погроза або насильство щодо журналіста",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8025","8100",2021,"XV","345",1,"Стаття 345. Погроза або насильство щодо працівника правоохоронного органу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8026","8101",2021,"XV","345",2,"Стаття 345. Погроза або насильство щодо працівника правоохоронного органу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8027","8102",2021,"XV","345",3,"Стаття 345. Погроза або насильство щодо працівника правоохоронного органу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8028","8103",2021,"XV","345",4,"Стаття 345. Погроза або насильство щодо працівника правоохоронного органу",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8029","8104",2021,"XV","346",1,"Стаття 346. Погроза або насильство щодо державного чи громадського діяча",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8030","8105",2021,"XV","346",2,"Стаття 346. Погроза або насильство щодо державного чи громадського діяча",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8031","8106",2021,"XV","346",3,"Стаття 346. Погроза або насильство щодо державного чи громадського діяча",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8032","8107",2021,"XV","347-1",1,"Стаття 347-1. Умисне знищення або пошкодження майна журналіста",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8033","8108",2021,"XV","347-1",2,"Стаття 347-1. Умисне знищення або пошкодження майна журналіста",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8034","8109",2021,"XV","347",1,"Стаття 347. Умисне знищення або пошкодження майна працівника правоохоронного органу, працівника органу державної виконавчої служби чи приватного виконавця",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8035","8110",2021,"XV","347",2,"Стаття 347. Умисне знищення або пошкодження майна працівника правоохоронного органу, працівника органу державної виконавчої служби чи приватного виконавця",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8036","8111",2021,"XV","348-1",0,"Стаття 348-1. Посягання на життя журналіста",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8037","8112",2021,"XV","348",0,"Стаття 348. Посягання на життя працівника правоохоронного органу, члена громадського формування з охорони громадського порядку і державного кордону або військовослужбовця",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8038","8113",2021,"XV","349-1",0,"Стаття 349-1. Захоплення журналіста як заручника",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8039","8114",2021,"XV","349",0,"Стаття 349. Захоплення представника влади або працівника правоохоронного органу як заручника",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8040","8115",2021,"XV","350",1,"Стаття 350. Погроза або насильство щодо службової особи чи громадянина, який виконує громадський обов'язок",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8041","8116",2021,"XV","350",2,"Стаття 350. Погроза або насильство щодо службової особи чи громадянина, який виконує громадський обов'язок",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8042","8117",2021,"XV","350",3,"Стаття 350. Погроза або насильство щодо службової особи чи громадянина, який виконує громадський обов'язок",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8043","8118",2021,"XV","351-1",1,"Стаття 351-1. Перешкоджання діяльності органу державного фінансового контролю, Рахункової палати, члена Рахункової палати",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8044","8119",2021,"XV","351-2",0,"Стаття 351-2. Перешкоджання діяльності Вищої ради правосуддя, Вищої кваліфікаційної комісії суддів України",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8045","8120",2021,"XV","351",1,"Стаття 351. Перешкоджання діяльності народного депутата України та депутата місцевої ради",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8046","8121",2021,"XV","351",2,"Стаття 351. Перешкоджання діяльності народного депутата України та депутата місцевої ради",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8047","8122",2021,"XV","352",1,"Стаття 352. Умисне знищення або пошкодження майна службової особи чи громадянина, який виконує громадський обов'язок",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8048","8123",2021,"XV","352",2,"Стаття 352. Умисне знищення або пошкодження майна службової особи чи громадянина, який виконує громадський обов'язок",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8049","8124",2021,"XV","353",1,"Стаття 353. Самовільне присвоєння владних повноважень або звання службової особи",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8050","8125",2021,"XV","353",2,"Стаття 353. Самовільне присвоєння владних повноважень або звання службової особи",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8051","8127",2021,"XV","354",1,"Стаття 354. Підкуп працівника підприємства, установи чи організації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8052","8128",2021,"XV","354",2,"Стаття 354. Підкуп працівника підприємства, установи чи організації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8053","8129",2021,"XV","354",3,"Стаття 354. Підкуп працівника підприємства, установи чи організації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8054","8130",2021,"XV","354",4,"Стаття 354. Підкуп працівника підприємства, установи чи організації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8055","8131",2021,"XV","355",1,"Стаття 355. Примушування до виконання чи невиконання цивільно-правових зобов'язань",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8056","8132",2021,"XV","355",2,"Стаття 355. Примушування до виконання чи невиконання цивільно-правових зобов'язань",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8057","8133",2021,"XV","355",3,"Стаття 355. Примушування до виконання чи невиконання цивільно-правових зобов'язань",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8058","8134",2021,"XV","356",0,"Стаття 356. Самоправство",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8059","8135",2021,"XV","357",1,"Стаття 357. Викрадення, привласнення, вимагання документів, штампів, печаток, заволодіння ними шляхом шахрайства чи зловживання службовим становищем або їх пошкодження",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8060","8136",2021,"XV","357",2,"Стаття 357. Викрадення, привласнення, вимагання документів, штампів, печаток, заволодіння ними шляхом шахрайства чи зловживання службовим становищем або їх пошкодження",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8061","8137",2021,"XV","357",3,"Стаття 357. Викрадення, привласнення, вимагання документів, штампів, печаток, заволодіння ними шляхом шахрайства чи зловживання службовим становищем або їх пошкодження",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8062","8138",2021,"XV","358",1,"Стаття 358. Підроблення документів, печаток, штампів та бланків, збут чи використання підроблених документів, печаток, штампів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8063","8139",2021,"XV","358",2,"Стаття 358. Підроблення документів, печаток, штампів та бланків, збут чи використання підроблених документів, печаток, штампів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8064","8140",2021,"XV","358",3,"Стаття 358. Підроблення документів, печаток, штампів та бланків, збут чи використання підроблених документів, печаток, штампів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
